order_gk,offer_id
3000617526076,300051721533
3000617502926,300051721131
3000617275647,300051705883
3000579426884,300050929425
3000617452350,300051718334
3000555071015,300050701385
3000583467113,300051001019
3000584115856,300051042681
3000592322283,300051369865
3000590132120,300051313011
3000588557140,300051222837
3000593771081,300051440644
3000584192152,300051049710
3000617275869,300051706117
3000617651484,300051730637
3000555696531,300050725469
3000594722177,300051492628
3000578476256,300050879933
3000585042185,300051100555
3000585741090,300051126667
3000594670839,300051489947
3000583542157,300051012465
3000584791519,300051083780
3000623168153,300051833724
3000624766306,300051928925
3000622842549,300051797474
3000624741906,300051926035
3000629107027,300052200659
3000632971499,300052415190
3000627158349,300052045603
3000628732076,300052180482
3000629181207,300052209847
3000625541349,300051987964
3000626141761,300052017071
3000630130967,300052285549
3000633047486,300052433003
3000625416055,300051980920
3000632371865,300052377602
3000632546279,300052389215
3000622817220,300051791439
3000622541732,300051779688
3000622794124,300051788627
3000623041985,300051819180
3000623415972,300051838619
3000624092761,300051883352
3000631232034,300052338868
3000624768485,300051932432
3000555647253,300050722991
3000599335966,300051657952
3000599361070,300051660083
3000554970966,300050694712
3000599186099,300051648059
3000599085697,300051641067
3000599711527,300051670977
3000595696536,300051543373
3000596121163,300051555378
3000590782376,300051336691
3000617276058,300051706328
3000577178772,300050812912
3000629732308,300052248009
3000624941055,300051955307
3000624890853,300051949037
3000628106095,300052125974
3000628405740,300052135354
3000625716562,300052000218
3000625791211,300052004452
3000595072793,300051521456
3000617376502,300051711798
3000617401439,300051713189
3000617401964,300051713815
3000617725676,300051732434
3000623016615,300051814342
3000622793495,300051787672
3000622992489,300051811512
3000623691183,300051861770
3000626266361,300052023961
3000627132996,300052038734
3000627306973,300052065391
3000628181288,300052132395
3000628606294,300052154702
3000628432081,300052138070
3000628607482,300052156936
3000629081005,300052194764
3000629156020,300052206260
3000630006611,300052277554
3000630107026,300052285065
3000629933145,300052270227
3000631281621,300052341879
3000631182213,300052335082
3000632146697,300052359459
3000632720757,300052390632
3000633045868,300052430214
3000629107535,300052201291
3000630481156,300052296198
3000629730825,300052246076
3000632822969,300052401617
3000632998170,300052421869
3000632821523,300052399912
3000622817231,300051791540
3000623167978,300051833392
3000623468101,300051846411
3000625793748,300052006866
3000627132957,300052038122
3000632346438,300052374326
3000632472269,300052384900
3000594897245,300051506853
3000590905928,300051339787
3000594071957,300051452245
3000583470137,300051003356
3000599836904,300051679409
3000585766523,300051128779
3000597411337,300051578324
3000594096364,300051455074
3000557311832,300050764129
3000617553227,300051726746
3000582391079,300050960920
3000586291175,300051144587
3000583466325,300050999128
3000587807998,300051183410
3000577250567,300050815676
3000594145795,300051461563
3000594271503,300051470225
3000590756144,300051333521
3000592371100,300051371477
3000594121296,300051459812
3000552271020,300050595620
3000590930595,300051339940
3000580127246,300050951133
3000628807877,300052189029
3000628607652,300052157309
3000629857193,300052260989
3000630606563,300052304727
3000629932242,300052269324
3000633022948,300052428343
3000624767331,300051930389
3000632147805,300052361355
3000632396148,300052379418
3000631306707,300052343970
3000553446578,300050627106
3000594896074,300051505401
3000593147502,300051410589
3000553021164,300050615405
3000553945959,300050647625
3000595747933,300051547283
3000584117574,300051044872
3000593422817,300051417689
3000552921561,300050611563
3000582491300,300050963490
3000594946268,300051510020
3000597811611,300051587127
